nohup: ignoring input
2025-05-11 22:26:47 - INFO - Setup for laplace_truedp ...
2025-05-11 22:26:47 - INFO - Skipping existing 1e-05 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.0001 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.001 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.011 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.021 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.031 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.041 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.051 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.061 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.071 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.081 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.091 ...
2025-05-12 02:44:56 - INFO - Training for patient 119 ...
2025-05-12 02:45:05 - INFO - Training for patient 121 ...
2025-05-12 02:45:15 - INFO - Training for patient 122 ...
2025-05-12 02:45:26 - INFO - Training for patient 123 ...
2025-05-12 02:45:35 - INFO - Training for patient 124 ...
2025-05-12 02:45:46 - INFO - Training for patient 200 ...
2025-05-12 02:45:53 - INFO - Training for patient 203 ...
2025-05-12 02:46:05 - INFO - Training for patient 205 ...
2025-05-12 02:46:14 - INFO - Training for patient 208 ...
2025-05-12 02:46:23 - INFO - Training for patient 210 ...
2025-05-12 02:46:31 - INFO - Training for patient 212 ...
2025-05-12 02:46:43 - INFO - Training for patient 214 ...
2025-05-12 02:46:54 - INFO - Training for patient 215 ...
2025-05-12 02:47:04 - INFO - Training for patient 219 ...
2025-05-12 02:47:14 - INFO - Training for patient 220 ...
2025-05-12 02:47:23 - INFO - Training for patient 221 ...
2025-05-12 02:47:31 - INFO - Training for patient 228 ...
2025-05-12 02:47:40 - INFO - Training for patient 230 ...
2025-05-12 02:47:50 - INFO - Training for patient 231 ...
2025-05-12 02:48:00 - INFO - Training for patient 232 ...
2025-05-12 02:48:10 - INFO - Training for patient 233 ...
2025-05-12 02:48:18 - INFO - Repeat 4/10 for epsilon 0.51
2025-05-12 02:48:18 - INFO - Training for patient 100 ...
2025-05-12 02:48:28 - INFO - Training for patient 101 ...
2025-05-12 02:48:35 - INFO - Training for patient 103 ...
2025-05-12 02:48:43 - INFO - Training for patient 106 ...
2025-05-12 02:48:52 - INFO - Training for patient 108 ...
2025-05-12 02:49:02 - INFO - Training for patient 109 ...
2025-05-12 02:49:12 - INFO - Training for patient 111 ...
2025-05-12 02:49:20 - INFO - Training for patient 112 ...
2025-05-12 02:49:30 - INFO - Training for patient 113 ...
2025-05-12 02:49:39 - INFO - Training for patient 115 ...
2025-05-12 02:49:47 - INFO - Training for patient 116 ...
2025-05-12 02:49:55 - INFO - Training for patient 117 ...
2025-05-12 02:50:05 - INFO - Training for patient 118 ...
2025-05-12 02:50:13 - INFO - Training for patient 119 ...
2025-05-12 02:50:21 - INFO - Training for patient 121 ...
2025-05-12 02:50:31 - INFO - Training for patient 122 ...
2025-05-12 02:50:41 - INFO - Training for patient 123 ...
2025-05-12 02:50:50 - INFO - Training for patient 124 ...
2025-05-12 02:51:00 - INFO - Training for patient 200 ...
2025-05-12 02:51:10 - INFO - Training for patient 203 ...
2025-05-12 02:51:21 - INFO - Training for patient 205 ...
2025-05-12 02:51:30 - INFO - Training for patient 208 ...
2025-05-12 02:51:42 - INFO - Training for patient 210 ...
2025-05-12 02:51:51 - INFO - Training for patient 212 ...
2025-05-12 02:52:01 - INFO - Training for patient 214 ...
2025-05-12 02:52:09 - INFO - Training for patient 215 ...
2025-05-12 02:52:19 - INFO - Training for patient 219 ...
2025-05-12 02:52:31 - INFO - Training for patient 220 ...
2025-05-12 02:52:41 - INFO - Training for patient 221 ...
2025-05-12 02:52:51 - INFO - Training for patient 228 ...
2025-05-12 02:53:00 - INFO - Training for patient 230 ...
2025-05-12 02:53:13 - INFO - Training for patient 231 ...
2025-05-12 02:53:23 - INFO - Training for patient 232 ...
2025-05-12 02:53:35 - INFO - Training for patient 233 ...
2025-05-12 02:53:43 - INFO - Repeat 5/10 for epsilon 0.51
2025-05-12 02:53:43 - INFO - Training for patient 100 ...
2025-05-12 02:53:52 - INFO - Training for patient 101 ...
2025-05-12 02:54:02 - INFO - Training for patient 103 ...
2025-05-12 02:54:11 - INFO - Training for patient 106 ...
2025-05-12 02:54:21 - INFO - Training for patient 108 ...
2025-05-12 02:54:29 - INFO - Training for patient 109 ...
2025-05-12 02:54:41 - INFO - Training for patient 111 ...
2025-05-12 02:54:51 - INFO - Training for patient 112 ...
2025-05-12 02:55:00 - INFO - Training for patient 113 ...
2025-05-12 02:55:09 - INFO - Training for patient 115 ...
2025-05-12 02:55:17 - INFO - Training for patient 116 ...
2025-05-12 02:55:26 - INFO - Training for patient 117 ...
2025-05-12 02:55:35 - INFO - Training for patient 118 ...
2025-05-12 02:55:44 - INFO - Training for patient 119 ...
2025-05-12 02:55:54 - INFO - Training for patient 121 ...
2025-05-12 02:56:01 - INFO - Training for patient 122 ...
2025-05-12 02:56:11 - INFO - Training for patient 123 ...
2025-05-12 02:56:20 - INFO - Training for patient 124 ...
2025-05-12 02:56:30 - INFO - Training for patient 200 ...
2025-05-12 02:56:38 - INFO - Training for patient 203 ...
2025-05-12 02:56:49 - INFO - Training for patient 205 ...
2025-05-12 02:56:56 - INFO - Training for patient 208 ...
2025-05-12 02:57:05 - INFO - Training for patient 210 ...
2025-05-12 02:57:15 - INFO - Training for patient 212 ...
2025-05-12 02:57:25 - INFO - Training for patient 214 ...
2025-05-12 02:57:33 - INFO - Training for patient 215 ...
2025-05-12 02:57:44 - INFO - Training for patient 219 ...
2025-05-12 02:57:56 - INFO - Training for patient 220 ...
2025-05-12 02:58:05 - INFO - Training for patient 221 ...
2025-05-12 02:58:14 - INFO - Training for patient 228 ...
2025-05-12 02:58:23 - INFO - Training for patient 230 ...
2025-05-12 02:58:31 - INFO - Training for patient 231 ...
2025-05-12 02:58:40 - INFO - Training for patient 232 ...
2025-05-12 02:58:50 - INFO - Training for patient 233 ...
2025-05-12 02:58:58 - INFO - Repeat 6/10 for epsilon 0.51
2025-05-12 02:58:58 - INFO - Training for patient 100 ...
2025-05-12 02:59:08 - INFO - Training for patient 101 ...
2025-05-12 02:59:17 - INFO - Training for patient 103 ...
2025-05-12 02:59:31 - INFO - Training for patient 106 ...
2025-05-12 02:59:40 - INFO - Training for patient 108 ...
2025-05-12 02:59:50 - INFO - Training for patient 109 ...
2025-05-12 03:00:01 - INFO - Training for patient 111 ...
2025-05-12 03:00:12 - INFO - Training for patient 112 ...
2025-05-12 03:00:22 - INFO - Training for patient 113 ...
2025-05-12 03:00:32 - INFO - Training for patient 115 ...
2025-05-12 03:00:42 - INFO - Training for patient 116 ...
2025-05-12 03:00:52 - INFO - Training for patient 117 ...
2025-05-12 03:01:01 - INFO - Training for patient 118 ...
2025-05-12 03:01:10 - INFO - Training for patient 119 ...
2025-05-12 03:01:20 - INFO - Training for patient 121 ...
2025-05-12 03:01:27 - INFO - Training for patient 122 ...
2025-05-12 03:01:39 - INFO - Training for patient 123 ...
2025-05-12 03:01:48 - INFO - Training for patient 124 ...
2025-05-12 03:01:58 - INFO - Training for patient 200 ...
2025-05-12 03:02:06 - INFO - Training for patient 203 ...
2025-05-12 03:02:17 - INFO - Training for patient 205 ...
2025-05-12 03:02:25 - INFO - Training for patient 208 ...
2025-05-12 03:02:34 - INFO - Training for patient 210 ...
2025-05-12 03:02:44 - INFO - Training for patient 212 ...
2025-05-12 03:02:53 - INFO - Training for patient 214 ...
2025-05-12 03:03:04 - INFO - Training for patient 215 ...
2025-05-12 03:03:14 - INFO - Training for patient 219 ...
2025-05-12 03:03:27 - INFO - Training for patient 220 ...
2025-05-12 03:03:35 - INFO - Training for patient 221 ...
2025-05-12 03:03:42 - INFO - Training for patient 228 ...
2025-05-12 03:03:52 - INFO - Training for patient 230 ...
2025-05-12 03:04:03 - INFO - Training for patient 231 ...
2025-05-12 03:04:13 - INFO - Training for patient 232 ...
2025-05-12 03:04:23 - INFO - Training for patient 233 ...
2025-05-12 03:04:32 - INFO - Repeat 7/10 for epsilon 0.51
2025-05-12 03:04:32 - INFO - Training for patient 100 ...
2025-05-12 03:04:41 - INFO - Training for patient 101 ...
2025-05-12 03:04:49 - INFO - Training for patient 103 ...
2025-05-12 03:04:57 - INFO - Training for patient 106 ...
2025-05-12 03:05:08 - INFO - Training for patient 108 ...
2025-05-12 03:05:16 - INFO - Training for patient 109 ...
2025-05-12 03:05:25 - INFO - Training for patient 111 ...
2025-05-12 03:05:34 - INFO - Training for patient 112 ...
2025-05-12 03:05:45 - INFO - Training for patient 113 ...
2025-05-12 03:05:53 - INFO - Training for patient 115 ...
2025-05-12 03:06:05 - INFO - Training for patient 116 ...
2025-05-12 03:06:13 - INFO - Training for patient 117 ...
2025-05-12 03:06:24 - INFO - Training for patient 118 ...
2025-05-12 03:06:33 - INFO - Training for patient 119 ...
2025-05-12 03:06:41 - INFO - Training for patient 121 ...
2025-05-12 03:06:50 - INFO - Training for patient 122 ...
2025-05-12 03:07:01 - INFO - Training for patient 123 ...
2025-05-12 03:07:10 - INFO - Training for patient 124 ...
2025-05-12 03:07:19 - INFO - Training for patient 200 ...
2025-05-12 03:07:28 - INFO - Training for patient 203 ...
2025-05-12 03:07:37 - INFO - Training for patient 205 ...
2025-05-12 03:07:44 - INFO - Training for patient 208 ...
2025-05-12 03:07:56 - INFO - Training for patient 210 ...
2025-05-12 03:08:06 - INFO - Training for patient 212 ...
2025-05-12 03:08:16 - INFO - Training for patient 214 ...
2025-05-12 03:08:28 - INFO - Training for patient 215 ...
2025-05-12 03:08:36 - INFO - Training for patient 219 ...
2025-05-12 03:08:45 - INFO - Training for patient 220 ...
2025-05-12 03:08:54 - INFO - Training for patient 221 ...
2025-05-12 03:09:03 - INFO - Training for patient 228 ...
2025-05-12 03:09:11 - INFO - Training for patient 230 ...
2025-05-12 03:09:20 - INFO - Training for patient 231 ...
2025-05-12 03:09:29 - INFO - Training for patient 232 ...
2025-05-12 03:09:40 - INFO - Training for patient 233 ...
2025-05-12 03:09:50 - INFO - Repeat 8/10 for epsilon 0.51
2025-05-12 03:09:50 - INFO - Training for patient 100 ...
2025-05-12 03:10:00 - INFO - Training for patient 101 ...
2025-05-12 03:10:08 - INFO - Training for patient 103 ...
2025-05-12 03:10:20 - INFO - Training for patient 106 ...
2025-05-12 03:10:27 - INFO - Training for patient 108 ...
2025-05-12 03:10:38 - INFO - Training for patient 109 ...
2025-05-12 03:10:49 - INFO - Training for patient 111 ...
2025-05-12 03:11:01 - INFO - Training for patient 112 ...
2025-05-12 03:11:12 - INFO - Training for patient 113 ...
2025-05-12 03:11:22 - INFO - Training for patient 115 ...
2025-05-12 03:11:32 - INFO - Training for patient 116 ...
2025-05-12 03:11:46 - INFO - Training for patient 117 ...
2025-05-12 03:11:56 - INFO - Training for patient 118 ...
2025-05-12 03:12:06 - INFO - Training for patient 119 ...
2025-05-12 03:12:15 - INFO - Training for patient 121 ...
2025-05-12 03:12:24 - INFO - Training for patient 122 ...
2025-05-12 03:12:34 - INFO - Training for patient 123 ...
2025-05-12 03:12:44 - INFO - Training for patient 124 ...
2025-05-12 03:12:54 - INFO - Training for patient 200 ...
2025-05-12 03:13:02 - INFO - Training for patient 203 ...
2025-05-12 03:13:11 - INFO - Training for patient 205 ...
2025-05-12 03:13:20 - INFO - Training for patient 208 ...
2025-05-12 03:13:32 - INFO - Training for patient 210 ...
2025-05-12 03:13:45 - INFO - Training for patient 212 ...
2025-05-12 03:13:55 - INFO - Training for patient 214 ...
2025-05-12 03:14:03 - INFO - Training for patient 215 ...
2025-05-12 03:14:14 - INFO - Training for patient 219 ...
2025-05-12 03:14:25 - INFO - Training for patient 220 ...
2025-05-12 03:14:33 - INFO - Training for patient 221 ...
2025-05-12 03:14:42 - INFO - Training for patient 228 ...
2025-05-12 03:14:50 - INFO - Training for patient 230 ...
2025-05-12 03:14:59 - INFO - Training for patient 231 ...
2025-05-12 03:15:08 - INFO - Training for patient 232 ...
2025-05-12 03:15:18 - INFO - Training for patient 233 ...
2025-05-12 03:15:26 - INFO - Repeat 9/10 for epsilon 0.51
2025-05-12 03:15:26 - INFO - Training for patient 100 ...
2025-05-12 03:15:36 - INFO - Training for patient 101 ...
2025-05-12 03:15:45 - INFO - Training for patient 103 ...
2025-05-12 03:15:55 - INFO - Training for patient 106 ...
2025-05-12 03:16:06 - INFO - Training for patient 108 ...
2025-05-12 03:16:15 - INFO - Training for patient 109 ...
2025-05-12 03:16:25 - INFO - Training for patient 111 ...
2025-05-12 03:16:36 - INFO - Training for patient 112 ...
2025-05-12 03:16:46 - INFO - Training for patient 113 ...
2025-05-12 03:16:55 - INFO - Training for patient 115 ...
2025-05-12 03:17:08 - INFO - Training for patient 116 ...
2025-05-12 03:17:18 - INFO - Training for patient 117 ...
2025-05-12 03:17:28 - INFO - Training for patient 118 ...
2025-05-12 03:17:41 - INFO - Training for patient 119 ...
2025-05-12 03:17:53 - INFO - Training for patient 121 ...
2025-05-12 03:18:01 - INFO - Training for patient 122 ...
2025-05-12 03:18:09 - INFO - Training for patient 123 ...
2025-05-12 03:18:20 - INFO - Training for patient 124 ...
2025-05-12 03:18:31 - INFO - Training for patient 200 ...
2025-05-12 03:18:38 - INFO - Training for patient 203 ...
2025-05-12 03:18:48 - INFO - Training for patient 205 ...
2025-05-12 03:18:56 - INFO - Training for patient 208 ...
2025-05-12 03:19:09 - INFO - Training for patient 210 ...
2025-05-12 03:19:18 - INFO - Training for patient 212 ...
2025-05-12 03:19:26 - INFO - Training for patient 214 ...
2025-05-12 03:19:35 - INFO - Training for patient 215 ...
2025-05-12 03:19:45 - INFO - Training for patient 219 ...
2025-05-12 03:19:57 - INFO - Training for patient 220 ...
2025-05-12 03:20:04 - INFO - Training for patient 221 ...
2025-05-12 03:20:15 - INFO - Training for patient 228 ...
2025-05-12 03:20:23 - INFO - Training for patient 230 ...
2025-05-12 03:20:32 - INFO - Training for patient 231 ...
2025-05-12 03:20:43 - INFO - Training for patient 232 ...
2025-05-12 03:20:54 - INFO - Training for patient 233 ...
2025-05-12 03:21:05 - INFO - Repeat 10/10 for epsilon 0.51
2025-05-12 03:21:05 - INFO - Training for patient 100 ...
2025-05-12 03:21:14 - INFO - Training for patient 101 ...
2025-05-12 03:21:23 - INFO - Training for patient 103 ...
2025-05-12 03:21:32 - INFO - Training for patient 106 ...
2025-05-12 03:21:43 - INFO - Training for patient 108 ...
2025-05-12 03:21:53 - INFO - Training for patient 109 ...
2025-05-12 03:22:02 - INFO - Training for patient 111 ...
2025-05-12 03:22:11 - INFO - Training for patient 112 ...
2025-05-12 03:22:21 - INFO - Training for patient 113 ...
2025-05-12 03:22:31 - INFO - Training for patient 115 ...
2025-05-12 03:22:41 - INFO - Training for patient 116 ...
2025-05-12 03:22:50 - INFO - Training for patient 117 ...
2025-05-12 03:23:02 - INFO - Training for patient 118 ...
2025-05-12 03:23:12 - INFO - Training for patient 119 ...
2025-05-12 03:23:23 - INFO - Training for patient 121 ...
2025-05-12 03:23:33 - INFO - Training for patient 122 ...
2025-05-12 03:23:44 - INFO - Training for patient 123 ...
2025-05-12 03:23:54 - INFO - Training for patient 124 ...
2025-05-12 03:24:06 - INFO - Training for patient 200 ...
2025-05-12 03:24:14 - INFO - Training for patient 203 ...
2025-05-12 03:24:24 - INFO - Training for patient 205 ...
2025-05-12 03:24:35 - INFO - Training for patient 208 ...
2025-05-12 03:24:44 - INFO - Training for patient 210 ...
2025-05-12 03:24:54 - INFO - Training for patient 212 ...
2025-05-12 03:25:03 - INFO - Training for patient 214 ...
2025-05-12 03:25:14 - INFO - Training for patient 215 ...
2025-05-12 03:25:23 - INFO - Training for patient 219 ...
2025-05-12 03:25:33 - INFO - Training for patient 220 ...
2025-05-12 03:25:43 - INFO - Training for patient 221 ...
2025-05-12 03:25:52 - INFO - Training for patient 228 ...
2025-05-12 03:26:00 - INFO - Training for patient 230 ...
2025-05-12 03:26:11 - INFO - Training for patient 231 ...
2025-05-12 03:26:19 - INFO - Training for patient 232 ...
2025-05-12 03:26:28 - INFO - Training for patient 233 ...
2025-05-12 03:26:37 - INFO - All repeats for epsilon 0.51 done. Saving now ...
2025-05-12 03:26:49 - INFO - Starting with epsilon 0.61 ...
2025-05-12 03:26:49 - INFO - Repeat 1/10 for epsilon 0.61
2025-05-12 03:26:49 - INFO - Training for patient 100 ...
2025-05-12 03:27:00 - INFO - Training for patient 101 ...
2025-05-12 03:27:09 - INFO - Training for patient 103 ...
2025-05-12 03:27:20 - INFO - Training for patient 106 ...
2025-05-12 03:27:29 - INFO - Training for patient 108 ...
2025-05-12 03:27:37 - INFO - Training for patient 109 ...
2025-05-12 03:27:47 - INFO - Training for patient 111 ...
2025-05-12 03:27:55 - INFO - Training for patient 112 ...
2025-05-12 03:28:03 - INFO - Training for patient 113 ...
2025-05-12 03:28:11 - INFO - Training for patient 115 ...
2025-05-12 03:28:20 - INFO - Training for patient 116 ...
2025-05-12 03:28:29 - INFO - Training for patient 117 ...
2025-05-12 03:28:38 - INFO - Training for patient 118 ...
2025-05-12 03:28:48 - INFO - Training for patient 119 ...
2025-05-12 03:28:58 - INFO - Training for patient 121 ...
2025-05-12 03:29:08 - INFO - Training for patient 122 ...
2025-05-12 03:29:18 - INFO - Training for patient 123 ...
2025-05-12 03:29:26 - INFO - Training for patient 124 ...
2025-05-12 03:29:40 - INFO - Training for patient 200 ...
2025-05-12 03:29:48 - INFO - Training for patient 203 ...
2025-05-12 03:29:57 - INFO - Training for patient 205 ...
2025-05-12 03:30:07 - INFO - Training for patient 208 ...
2025-05-12 03:30:17 - INFO - Training for patient 210 ...
2025-05-12 03:30:28 - INFO - Training for patient 212 ...
2025-05-12 03:30:42 - INFO - Training for patient 214 ...
2025-05-12 03:30:53 - INFO - Training for patient 215 ...
2025-05-12 03:31:03 - INFO - Training for patient 219 ...
2025-05-12 03:31:14 - INFO - Training for patient 220 ...
2025-05-12 03:31:24 - INFO - Training for patient 221 ...
2025-05-12 03:31:33 - INFO - Training for patient 228 ...
2025-05-12 03:31:42 - INFO - Training for patient 230 ...
2025-05-12 03:31:52 - INFO - Training for patient 231 ...
2025-05-12 03:32:03 - INFO - Training for patient 232 ...
2025-05-12 03:32:11 - INFO - Training for patient 233 ...
2025-05-12 03:32:20 - INFO - Repeat 2/10 for epsilon 0.61
2025-05-12 03:32:20 - INFO - Training for patient 100 ...
2025-05-12 03:32:32 - INFO - Training for patient 101 ...
2025-05-12 03:32:42 - INFO - Training for patient 103 ...
2025-05-12 03:32:53 - INFO - Training for patient 106 ...
2025-05-12 03:33:02 - INFO - Training for patient 108 ...
2025-05-12 03:33:14 - INFO - Training for patient 109 ...
2025-05-12 03:33:25 - INFO - Training for patient 111 ...
2025-05-12 03:33:33 - INFO - Training for patient 112 ...
2025-05-12 03:33:43 - INFO - Training for patient 113 ...
2025-05-12 03:33:53 - INFO - Training for patient 115 ...
2025-05-12 03:34:01 - INFO - Training for patient 116 ...
2025-05-12 03:34:11 - INFO - Training for patient 117 ...
2025-05-12 03:34:21 - INFO - Training for patient 118 ...
2025-05-12 03:34:32 - INFO - Training for patient 119 ...
2025-05-12 03:34:42 - INFO - Training for patient 121 ...
2025-05-12 03:34:52 - INFO - Training for patient 122 ...
2025-05-12 03:35:05 - INFO - Training for patient 123 ...
2025-05-12 03:35:15 - INFO - Training for patient 124 ...
2025-05-12 03:35:24 - INFO - Training for patient 200 ...
2025-05-12 03:35:32 - INFO - Training for patient 203 ...
2025-05-12 03:35:42 - INFO - Training for patient 205 ...
2025-05-12 03:35:50 - INFO - Training for patient 208 ...
2025-05-12 03:36:01 - INFO - Training for patient 210 ...
2025-05-12 03:36:10 - INFO - Training for patient 212 ...
2025-05-12 03:36:19 - INFO - Training for patient 214 ...
2025-05-12 03:36:30 - INFO - Training for patient 215 ...
2025-05-12 03:36:42 - INFO - Training for patient 219 ...
2025-05-12 03:36:52 - INFO - Training for patient 220 ...
2025-05-12 03:37:01 - INFO - Training for patient 221 ...
2025-05-12 03:37:09 - INFO - Training for patient 228 ...
2025-05-12 03:37:17 - INFO - Training for patient 230 ...
2025-05-12 03:37:26 - INFO - Training for patient 231 ...
2025-05-12 03:37:36 - INFO - Training for patient 232 ...
2025-05-12 03:37:47 - INFO - Training for patient 233 ...
2025-05-12 03:37:55 - INFO - Repeat 3/10 for epsilon 0.61
2025-05-12 03:37:55 - INFO - Training for patient 100 ...
2025-05-12 03:38:05 - INFO - Training for patient 101 ...
2025-05-12 03:38:14 - INFO - Training for patient 103 ...
2025-05-12 03:38:23 - INFO - Training for patient 106 ...
2025-05-12 03:38:35 - INFO - Training for patient 108 ...
2025-05-12 03:38:44 - INFO - Training for patient 109 ...
2025-05-12 03:38:57 - INFO - Training for patient 111 ...
2025-05-12 03:39:07 - INFO - Training for patient 112 ...
2025-05-12 03:39:19 - INFO - Training for patient 113 ...
2025-05-12 03:39:29 - INFO - Training for patient 115 ...
2025-05-12 03:39:37 - INFO - Training for patient 116 ...
2025-05-12 03:39:47 - INFO - Training for patient 117 ...
2025-05-12 03:39:57 - INFO - Training for patient 118 ...
2025-05-12 03:40:05 - INFO - Training for patient 119 ...
2025-05-12 03:40:16 - INFO - Training for patient 121 ...
2025-05-12 03:40:25 - INFO - Training for patient 122 ...
2025-05-12 03:40:34 - INFO - Training for patient 123 ...
2025-05-12 03:40:42 - INFO - Training for patient 124 ...
2025-05-12 03:40:53 - INFO - Training for patient 200 ...
2025-05-12 03:41:02 - INFO - Training for patient 203 ...
2025-05-12 03:41:13 - INFO - Training for patient 205 ...
2025-05-12 03:41:23 - INFO - Training for patient 208 ...
2025-05-12 03:41:31 - INFO - Training for patient 210 ...
2025-05-12 03:41:41 - INFO - Training for patient 212 ...
2025-05-12 03:41:52 - INFO - Training for patient 214 ...
2025-05-12 03:42:01 - INFO - Training for patient 215 ...
2025-05-12 03:42:15 - INFO - Training for patient 219 ...
2025-05-12 03:42:24 - INFO - Training for patient 220 ...
2025-05-12 03:42:33 - INFO - Training for patient 221 ...
2025-05-12 03:42:42 - INFO - Training for patient 228 ...
2025-05-12 03:42:49 - INFO - Training for patient 230 ...
2025-05-12 03:42:59 - INFO - Training for patient 231 ...
2025-05-12 03:43:08 - INFO - Training for patient 232 ...
2025-05-12 03:43:16 - INFO - Training for patient 233 ...
2025-05-12 03:43:24 - INFO - Repeat 4/10 for epsilon 0.61
2025-05-12 03:43:24 - INFO - Training for patient 100 ...
2025-05-12 03:43:35 - INFO - Training for patient 101 ...
2025-05-12 03:43:43 - INFO - Training for patient 103 ...
2025-05-12 03:43:51 - INFO - Training for patient 106 ...
2025-05-12 03:43:59 - INFO - Training for patient 108 ...
2025-05-12 03:44:07 - INFO - Training for patient 109 ...
2025-05-12 03:44:18 - INFO - Training for patient 111 ...
2025-05-12 03:44:27 - INFO - Training for patient 112 ...
2025-05-12 03:44:36 - INFO - Training for patient 113 ...
2025-05-12 03:44:46 - INFO - Training for patient 115 ...
2025-05-12 03:44:55 - INFO - Training for patient 116 ...
2025-05-12 03:45:03 - INFO - Training for patient 117 ...
2025-05-12 03:45:13 - INFO - Training for patient 118 ...
2025-05-12 03:45:20 - INFO - Training for patient 119 ...
2025-05-12 03:45:28 - INFO - Training for patient 121 ...
2025-05-12 03:45:36 - INFO - Training for patient 122 ...
2025-05-12 03:45:47 - INFO - Training for patient 123 ...
2025-05-12 03:45:58 - INFO - Training for patient 124 ...
2025-05-12 03:46:07 - INFO - Training for patient 200 ...
2025-05-12 03:46:16 - INFO - Training for patient 203 ...
2025-05-12 03:46:28 - INFO - Training for patient 205 ...
2025-05-12 03:46:38 - INFO - Training for patient 208 ...
2025-05-12 03:46:47 - INFO - Training for patient 210 ...
2025-05-12 03:46:58 - INFO - Training for patient 212 ...
2025-05-12 03:47:08 - INFO - Training for patient 214 ...
2025-05-12 03:47:19 - INFO - Training for patient 215 ...
2025-05-12 03:47:29 - INFO - Training for patient 219 ...
2025-05-12 03:47:42 - INFO - Training for patient 220 ...
2025-05-12 03:47:50 - INFO - Training for patient 221 ...
2025-05-12 03:47:59 - INFO - Training for patient 228 ...
2025-05-12 03:48:07 - INFO - Training for patient 230 ...
2025-05-12 03:48:17 - INFO - Training for patient 231 ...
2025-05-12 03:48:26 - INFO - Training for patient 232 ...
2025-05-12 03:48:35 - INFO - Training for patient 233 ...
2025-05-12 03:48:44 - INFO - Repeat 5/10 for epsilon 0.61
2025-05-12 03:48:44 - INFO - Training for patient 100 ...
2025-05-12 03:48:53 - INFO - Training for patient 101 ...
2025-05-12 03:49:02 - INFO - Training for patient 103 ...
2025-05-12 03:49:09 - INFO - Training for patient 106 ...
2025-05-12 03:49:19 - INFO - Training for patient 108 ...
2025-05-12 03:49:28 - INFO - Training for patient 109 ...
2025-05-12 03:49:37 - INFO - Training for patient 111 ...
2025-05-12 03:49:47 - INFO - Training for patient 112 ...
2025-05-12 03:49:57 - INFO - Training for patient 113 ...
2025-05-12 03:50:06 - INFO - Training for patient 115 ...
2025-05-12 03:50:16 - INFO - Training for patient 116 ...
2025-05-12 03:50:26 - INFO - Training for patient 117 ...
2025-05-12 03:50:35 - INFO - Training for patient 118 ...
2025-05-12 03:50:44 - INFO - Training for patient 119 ...
2025-05-12 03:50:51 - INFO - Training for patient 121 ...
2025-05-12 03:51:02 - INFO - Training for patient 122 ...
2025-05-12 03:51:14 - INFO - Training for patient 123 ...
2025-05-12 03:51:22 - INFO - Training for patient 124 ...
2025-05-12 03:51:32 - INFO - Training for patient 200 ...
2025-05-12 03:51:40 - INFO - Training for patient 203 ...
2025-05-12 03:51:49 - INFO - Training for patient 205 ...
2025-05-12 03:52:00 - INFO - Training for patient 208 ...
2025-05-12 03:52:09 - INFO - Training for patient 210 ...
2025-05-12 03:52:16 - INFO - Training for patient 212 ...
2025-05-12 03:52:30 - INFO - Training for patient 214 ...
2025-05-12 03:52:39 - INFO - Training for patient 215 ...
2025-05-12 03:52:49 - INFO - Training for patient 219 ...
2025-05-12 03:53:00 - INFO - Training for patient 220 ...
2025-05-12 03:53:08 - INFO - Training for patient 221 ...
2025-05-12 03:53:19 - INFO - Training for patient 228 ...
2025-05-12 03:53:27 - INFO - Training for patient 230 ...
2025-05-12 03:53:37 - INFO - Training for patient 231 ...
2025-05-12 03:53:47 - INFO - Training for patient 232 ...
2025-05-12 03:53:57 - INFO - Training for patient 233 ...
2025-05-12 03:54:07 - INFO - Repeat 6/10 for epsilon 0.61
2025-05-12 03:54:07 - INFO - Training for patient 100 ...
2025-05-12 03:54:17 - INFO - Training for patient 101 ...
2025-05-12 03:54:29 - INFO - Training for patient 103 ...
2025-05-12 03:54:36 - INFO - Training for patient 106 ...
2025-05-12 03:54:45 - INFO - Training for patient 108 ...
2025-05-12 03:54:54 - INFO - Training for patient 109 ...
2025-05-12 03:55:04 - INFO - Training for patient 111 ...
2025-05-12 03:55:14 - INFO - Training for patient 112 ...
2025-05-12 03:55:24 - INFO - Training for patient 113 ...
2025-05-12 03:55:35 - INFO - Training for patient 115 ...
2025-05-12 03:55:45 - INFO - Training for patient 116 ...
2025-05-12 03:55:53 - INFO - Training for patient 117 ...
2025-05-12 03:56:01 - INFO - Training for patient 118 ...
2025-05-12 03:56:10 - INFO - Training for patient 119 ...
2025-05-12 03:56:21 - INFO - Training for patient 121 ...
2025-05-12 03:56:29 - INFO - Training for patient 122 ...
2025-05-12 03:56:38 - INFO - Training for patient 123 ...
2025-05-12 03:56:47 - INFO - Training for patient 124 ...
2025-05-12 03:56:59 - INFO - Training for patient 200 ...
