nohup: ignoring input
2025-03-20 07:38:12 - INFO - Setup for laplace ...
2025-03-20 16:48:25 - INFO - Training for patient 116 ...
2025-03-20 16:48:32 - INFO - Training for patient 117 ...
2025-03-20 16:48:41 - INFO - Training for patient 118 ...
2025-03-20 16:48:50 - INFO - Training for patient 119 ...
2025-03-20 16:48:58 - INFO - Training for patient 121 ...
2025-03-20 16:49:11 - INFO - Training for patient 122 ...
2025-03-20 16:49:22 - INFO - Training for patient 123 ...
2025-03-20 16:49:31 - INFO - Training for patient 124 ...
2025-03-20 16:49:39 - INFO - Training for patient 200 ...
2025-03-20 16:49:49 - INFO - Training for patient 203 ...
2025-03-20 16:50:00 - INFO - Training for patient 205 ...
2025-03-20 16:50:11 - INFO - Training for patient 208 ...
2025-03-20 16:50:21 - INFO - Training for patient 210 ...
2025-03-20 16:50:30 - INFO - Training for patient 212 ...
2025-03-20 16:50:40 - INFO - Training for patient 214 ...
2025-03-20 16:50:49 - INFO - Training for patient 215 ...
2025-03-20 16:51:01 - INFO - Training for patient 219 ...
2025-03-20 16:51:16 - INFO - Training for patient 220 ...
2025-03-20 16:51:23 - INFO - Training for patient 221 ...
2025-03-20 16:51:32 - INFO - Training for patient 228 ...
2025-03-20 16:51:41 - INFO - Training for patient 230 ...
2025-03-20 16:51:51 - INFO - Training for patient 231 ...
2025-03-20 16:52:01 - INFO - Training for patient 232 ...
2025-03-20 16:52:13 - INFO - Training for patient 233 ...
2025-03-20 16:52:22 - INFO - Repeat 10/10 for epsilon 1.31
2025-03-20 16:52:22 - INFO - Training for patient 100 ...
2025-03-20 16:52:34 - INFO - Training for patient 101 ...
2025-03-20 16:52:43 - INFO - Training for patient 103 ...
2025-03-20 16:52:52 - INFO - Training for patient 106 ...
2025-03-20 16:53:00 - INFO - Training for patient 108 ...
2025-03-20 16:53:08 - INFO - Training for patient 109 ...
2025-03-20 16:53:19 - INFO - Training for patient 111 ...
2025-03-20 16:53:28 - INFO - Training for patient 112 ...
2025-03-20 16:53:39 - INFO - Training for patient 113 ...
2025-03-20 16:53:48 - INFO - Training for patient 115 ...
2025-03-20 16:53:59 - INFO - Training for patient 116 ...
2025-03-20 16:54:14 - INFO - Training for patient 117 ...
2025-03-20 16:54:23 - INFO - Training for patient 118 ...
2025-03-20 16:54:35 - INFO - Training for patient 119 ...
2025-03-20 16:54:45 - INFO - Training for patient 121 ...
2025-03-20 16:54:55 - INFO - Training for patient 122 ...
2025-03-20 16:55:06 - INFO - Training for patient 123 ...
2025-03-20 16:55:17 - INFO - Training for patient 124 ...
2025-03-20 16:55:27 - INFO - Training for patient 200 ...
2025-03-20 16:55:34 - INFO - Training for patient 203 ...
2025-03-20 16:55:45 - INFO - Training for patient 205 ...
2025-03-20 16:55:52 - INFO - Training for patient 208 ...
2025-03-20 16:56:03 - INFO - Training for patient 210 ...
2025-03-20 16:56:13 - INFO - Training for patient 212 ...
2025-03-20 16:56:22 - INFO - Training for patient 214 ...
2025-03-20 16:56:34 - INFO - Training for patient 215 ...
2025-03-20 16:56:44 - INFO - Training for patient 219 ...
2025-03-20 16:56:53 - INFO - Training for patient 220 ...
2025-03-20 16:57:04 - INFO - Training for patient 221 ...
2025-03-20 16:57:12 - INFO - Training for patient 228 ...
2025-03-20 16:57:21 - INFO - Training for patient 230 ...
2025-03-20 16:57:31 - INFO - Training for patient 231 ...
2025-03-20 16:57:40 - INFO - Training for patient 232 ...
2025-03-20 16:57:50 - INFO - Training for patient 233 ...
2025-03-20 16:57:59 - INFO - All repeats for epsilon 1.31 done. Saving now ...
2025-03-20 16:58:08 - INFO - Starting with epsilon 1.41 ...
2025-03-20 16:58:08 - INFO - Repeat 1/10 for epsilon 1.41
2025-03-20 16:58:08 - INFO - Training for patient 100 ...
2025-03-20 16:58:20 - INFO - Training for patient 101 ...
2025-03-20 16:58:30 - INFO - Training for patient 103 ...
2025-03-20 16:58:39 - INFO - Training for patient 106 ...
2025-03-20 16:58:49 - INFO - Training for patient 108 ...
2025-03-20 16:58:58 - INFO - Training for patient 109 ...
2025-03-20 16:59:06 - INFO - Training for patient 111 ...
2025-03-20 16:59:16 - INFO - Training for patient 112 ...
2025-03-20 16:59:25 - INFO - Training for patient 113 ...
2025-03-20 16:59:36 - INFO - Training for patient 115 ...
2025-03-20 16:59:47 - INFO - Training for patient 116 ...
2025-03-20 16:59:56 - INFO - Training for patient 117 ...
2025-03-20 17:00:06 - INFO - Training for patient 118 ...
2025-03-20 17:00:16 - INFO - Training for patient 119 ...
2025-03-20 17:00:26 - INFO - Training for patient 121 ...
2025-03-20 17:00:35 - INFO - Training for patient 122 ...
2025-03-20 17:00:43 - INFO - Training for patient 123 ...
2025-03-20 17:00:54 - INFO - Training for patient 124 ...
2025-03-20 17:01:04 - INFO - Training for patient 200 ...
2025-03-20 17:01:13 - INFO - Training for patient 203 ...
2025-03-20 17:01:25 - INFO - Training for patient 205 ...
2025-03-20 17:01:35 - INFO - Training for patient 208 ...
2025-03-20 17:01:43 - INFO - Training for patient 210 ...
2025-03-20 17:01:52 - INFO - Training for patient 212 ...
2025-03-20 17:02:04 - INFO - Training for patient 214 ...
2025-03-20 17:02:14 - INFO - Training for patient 215 ...
2025-03-20 17:02:26 - INFO - Training for patient 219 ...
2025-03-20 17:02:38 - INFO - Training for patient 220 ...
2025-03-20 17:02:47 - INFO - Training for patient 221 ...
2025-03-20 17:02:55 - INFO - Training for patient 228 ...
2025-03-20 17:03:05 - INFO - Training for patient 230 ...
2025-03-20 17:03:17 - INFO - Training for patient 231 ...
2025-03-20 17:03:26 - INFO - Training for patient 232 ...
2025-03-20 17:03:34 - INFO - Training for patient 233 ...
2025-03-20 17:03:44 - INFO - Repeat 2/10 for epsilon 1.41
2025-03-20 17:03:44 - INFO - Training for patient 100 ...
2025-03-20 17:03:52 - INFO - Training for patient 101 ...
2025-03-20 17:04:02 - INFO - Training for patient 103 ...
2025-03-20 17:04:11 - INFO - Training for patient 106 ...
2025-03-20 17:04:21 - INFO - Training for patient 108 ...
2025-03-20 17:04:33 - INFO - Training for patient 109 ...
2025-03-20 17:04:43 - INFO - Training for patient 111 ...
2025-03-20 17:04:55 - INFO - Training for patient 112 ...
2025-03-20 17:05:03 - INFO - Training for patient 113 ...
2025-03-20 17:05:11 - INFO - Training for patient 115 ...
2025-03-20 17:05:20 - INFO - Training for patient 116 ...
2025-03-20 17:05:32 - INFO - Training for patient 117 ...
2025-03-20 17:05:43 - INFO - Training for patient 118 ...
2025-03-20 17:05:51 - INFO - Training for patient 119 ...
2025-03-20 17:05:59 - INFO - Training for patient 121 ...
2025-03-20 17:06:07 - INFO - Training for patient 122 ...
2025-03-20 17:06:19 - INFO - Training for patient 123 ...
2025-03-20 17:06:30 - INFO - Training for patient 124 ...
2025-03-20 17:06:42 - INFO - Training for patient 200 ...
2025-03-20 17:06:51 - INFO - Training for patient 203 ...
2025-03-20 17:07:03 - INFO - Training for patient 205 ...
2025-03-20 17:07:13 - INFO - Training for patient 208 ...
2025-03-20 17:07:22 - INFO - Training for patient 210 ...
2025-03-20 17:07:32 - INFO - Training for patient 212 ...
2025-03-20 17:07:42 - INFO - Training for patient 214 ...
2025-03-20 17:07:52 - INFO - Training for patient 215 ...
2025-03-20 17:08:02 - INFO - Training for patient 219 ...
2025-03-20 17:08:12 - INFO - Training for patient 220 ...
2025-03-20 17:08:20 - INFO - Training for patient 221 ...
2025-03-20 17:08:29 - INFO - Training for patient 228 ...
2025-03-20 17:08:40 - INFO - Training for patient 230 ...
2025-03-20 17:08:50 - INFO - Training for patient 231 ...
2025-03-20 17:08:58 - INFO - Training for patient 232 ...
2025-03-20 17:09:08 - INFO - Training for patient 233 ...
2025-03-20 17:09:17 - INFO - Repeat 3/10 for epsilon 1.41
2025-03-20 17:09:17 - INFO - Training for patient 100 ...
2025-03-20 17:09:30 - INFO - Training for patient 101 ...
2025-03-20 17:09:39 - INFO - Training for patient 103 ...
2025-03-20 17:09:47 - INFO - Training for patient 106 ...
2025-03-20 17:09:57 - INFO - Training for patient 108 ...
2025-03-20 17:10:05 - INFO - Training for patient 109 ...
2025-03-20 17:10:16 - INFO - Training for patient 111 ...
2025-03-20 17:10:24 - INFO - Training for patient 112 ...
2025-03-20 17:10:33 - INFO - Training for patient 113 ...
2025-03-20 17:10:42 - INFO - Training for patient 115 ...
2025-03-20 17:10:53 - INFO - Training for patient 116 ...
2025-03-20 17:11:02 - INFO - Training for patient 117 ...
2025-03-20 17:11:10 - INFO - Training for patient 118 ...
2025-03-20 17:11:20 - INFO - Training for patient 119 ...
2025-03-20 17:11:29 - INFO - Training for patient 121 ...
2025-03-20 17:11:37 - INFO - Training for patient 122 ...
2025-03-20 17:11:48 - INFO - Training for patient 123 ...
2025-03-20 17:11:58 - INFO - Training for patient 124 ...
2025-03-20 17:12:08 - INFO - Training for patient 200 ...
2025-03-20 17:12:17 - INFO - Training for patient 203 ...
2025-03-20 17:12:26 - INFO - Training for patient 205 ...
2025-03-20 17:12:34 - INFO - Training for patient 208 ...
2025-03-20 17:12:45 - INFO - Training for patient 210 ...
2025-03-20 17:12:55 - INFO - Training for patient 212 ...
2025-03-20 17:13:04 - INFO - Training for patient 214 ...
2025-03-20 17:13:12 - INFO - Training for patient 215 ...
2025-03-20 17:13:24 - INFO - Training for patient 219 ...
2025-03-20 17:13:36 - INFO - Training for patient 220 ...
2025-03-20 17:13:46 - INFO - Training for patient 221 ...
2025-03-20 17:13:55 - INFO - Training for patient 228 ...
2025-03-20 17:14:05 - INFO - Training for patient 230 ...
2025-03-20 17:14:14 - INFO - Training for patient 231 ...
2025-03-20 17:14:24 - INFO - Training for patient 232 ...
2025-03-20 17:14:36 - INFO - Training for patient 233 ...
2025-03-20 17:14:45 - INFO - Repeat 4/10 for epsilon 1.41
2025-03-20 17:14:45 - INFO - Training for patient 100 ...
2025-03-20 17:14:56 - INFO - Training for patient 101 ...
2025-03-20 17:15:07 - INFO - Training for patient 103 ...
2025-03-20 17:15:15 - INFO - Training for patient 106 ...
2025-03-20 17:15:25 - INFO - Training for patient 108 ...
2025-03-20 17:15:36 - INFO - Training for patient 109 ...
2025-03-20 17:15:47 - INFO - Training for patient 111 ...
2025-03-20 17:15:56 - INFO - Training for patient 112 ...
2025-03-20 17:16:06 - INFO - Training for patient 113 ...
2025-03-20 17:16:15 - INFO - Training for patient 115 ...
2025-03-20 17:16:25 - INFO - Training for patient 116 ...
2025-03-20 17:16:38 - INFO - Training for patient 117 ...
2025-03-20 17:16:47 - INFO - Training for patient 118 ...
2025-03-20 17:16:55 - INFO - Training for patient 119 ...
2025-03-20 17:17:04 - INFO - Training for patient 121 ...
2025-03-20 17:17:16 - INFO - Training for patient 122 ...
2025-03-20 17:17:25 - INFO - Training for patient 123 ...
2025-03-20 17:17:34 - INFO - Training for patient 124 ...
2025-03-20 17:17:44 - INFO - Training for patient 200 ...
2025-03-20 17:17:53 - INFO - Training for patient 203 ...
2025-03-20 17:18:03 - INFO - Training for patient 205 ...
2025-03-20 17:18:11 - INFO - Training for patient 208 ...
2025-03-20 17:18:21 - INFO - Training for patient 210 ...
2025-03-20 17:18:31 - INFO - Training for patient 212 ...
2025-03-20 17:18:44 - INFO - Training for patient 214 ...
2025-03-20 17:18:55 - INFO - Training for patient 215 ...
2025-03-20 17:19:06 - INFO - Training for patient 219 ...
2025-03-20 17:19:16 - INFO - Training for patient 220 ...
2025-03-20 17:19:25 - INFO - Training for patient 221 ...
2025-03-20 17:19:34 - INFO - Training for patient 228 ...
2025-03-20 17:19:43 - INFO - Training for patient 230 ...
2025-03-20 17:19:51 - INFO - Training for patient 231 ...
2025-03-20 17:20:02 - INFO - Training for patient 232 ...
2025-03-20 17:20:10 - INFO - Training for patient 233 ...
2025-03-20 17:20:21 - INFO - Repeat 5/10 for epsilon 1.41
2025-03-20 17:20:21 - INFO - Training for patient 100 ...
2025-03-20 17:20:30 - INFO - Training for patient 101 ...
2025-03-20 17:20:39 - INFO - Training for patient 103 ...
2025-03-20 17:20:46 - INFO - Training for patient 106 ...
2025-03-20 17:20:58 - INFO - Training for patient 108 ...
2025-03-20 17:21:09 - INFO - Training for patient 109 ...
2025-03-20 17:21:19 - INFO - Training for patient 111 ...
2025-03-20 17:21:29 - INFO - Training for patient 112 ...
2025-03-20 17:21:39 - INFO - Training for patient 113 ...
2025-03-20 17:21:50 - INFO - Training for patient 115 ...
2025-03-20 17:22:00 - INFO - Training for patient 116 ...
2025-03-20 17:22:09 - INFO - Training for patient 117 ...
2025-03-20 17:22:19 - INFO - Training for patient 118 ...
2025-03-20 17:22:26 - INFO - Training for patient 119 ...
2025-03-20 17:22:35 - INFO - Training for patient 121 ...
2025-03-20 17:22:45 - INFO - Training for patient 122 ...
2025-03-20 17:22:57 - INFO - Training for patient 123 ...
2025-03-20 17:23:04 - INFO - Training for patient 124 ...
2025-03-20 17:23:15 - INFO - Training for patient 200 ...
2025-03-20 17:23:24 - INFO - Training for patient 203 ...
2025-03-20 17:23:38 - INFO - Training for patient 205 ...
2025-03-20 17:23:45 - INFO - Training for patient 208 ...
2025-03-20 17:23:55 - INFO - Training for patient 210 ...
2025-03-20 17:24:04 - INFO - Training for patient 212 ...
2025-03-20 17:24:14 - INFO - Training for patient 214 ...
2025-03-20 17:24:23 - INFO - Training for patient 215 ...
2025-03-20 17:24:37 - INFO - Training for patient 219 ...
2025-03-20 17:24:50 - INFO - Training for patient 220 ...
2025-03-20 17:24:59 - INFO - Training for patient 221 ...
2025-03-20 17:25:09 - INFO - Training for patient 228 ...
2025-03-20 17:25:17 - INFO - Training for patient 230 ...
2025-03-20 17:25:25 - INFO - Training for patient 231 ...
2025-03-20 17:25:34 - INFO - Training for patient 232 ...
2025-03-20 17:25:43 - INFO - Training for patient 233 ...
2025-03-20 17:25:51 - INFO - Repeat 6/10 for epsilon 1.41
2025-03-20 17:25:51 - INFO - Training for patient 100 ...
2025-03-20 17:26:02 - INFO - Training for patient 101 ...
2025-03-20 17:26:10 - INFO - Training for patient 103 ...
2025-03-20 17:26:18 - INFO - Training for patient 106 ...
2025-03-20 17:26:29 - INFO - Training for patient 108 ...
2025-03-20 17:26:37 - INFO - Training for patient 109 ...
2025-03-20 17:26:45 - INFO - Training for patient 111 ...
2025-03-20 17:26:53 - INFO - Training for patient 112 ...
2025-03-20 17:27:05 - INFO - Training for patient 113 ...
2025-03-20 17:27:13 - INFO - Training for patient 115 ...
2025-03-20 17:27:23 - INFO - Training for patient 116 ...
2025-03-20 17:27:34 - INFO - Training for patient 117 ...
2025-03-20 17:27:44 - INFO - Training for patient 118 ...
2025-03-20 17:27:54 - INFO - Training for patient 119 ...
2025-03-20 17:28:03 - INFO - Training for patient 121 ...
2025-03-20 17:28:12 - INFO - Training for patient 122 ...
2025-03-20 17:28:19 - INFO - Training for patient 123 ...
2025-03-20 17:28:28 - INFO - Training for patient 124 ...
2025-03-20 17:28:38 - INFO - Training for patient 200 ...
2025-03-20 17:28:47 - INFO - Training for patient 203 ...
2025-03-20 17:28:55 - INFO - Training for patient 205 ...
2025-03-20 17:29:04 - INFO - Training for patient 208 ...
2025-03-20 17:29:14 - INFO - Training for patient 210 ...
2025-03-20 17:29:23 - INFO - Training for patient 212 ...
2025-03-20 17:29:31 - INFO - Training for patient 214 ...
2025-03-20 17:29:39 - INFO - Training for patient 215 ...
2025-03-20 17:29:50 - INFO - Training for patient 219 ...
2025-03-20 17:30:00 - INFO - Training for patient 220 ...
2025-03-20 17:30:09 - INFO - Training for patient 221 ...
2025-03-20 17:30:17 - INFO - Training for patient 228 ...
2025-03-20 17:30:26 - INFO - Training for patient 230 ...
2025-03-20 17:30:35 - INFO - Training for patient 231 ...
2025-03-20 17:30:44 - INFO - Training for patient 232 ...
2025-03-20 17:30:53 - INFO - Training for patient 233 ...
2025-03-20 17:31:02 - INFO - Repeat 7/10 for epsilon 1.41
2025-03-20 17:31:02 - INFO - Training for patient 100 ...
2025-03-20 17:31:11 - INFO - Training for patient 101 ...
2025-03-20 17:31:18 - INFO - Training for patient 103 ...
2025-03-20 17:31:26 - INFO - Training for patient 106 ...
2025-03-20 17:31:37 - INFO - Training for patient 108 ...
2025-03-20 17:31:47 - INFO - Training for patient 109 ...
2025-03-20 17:31:58 - INFO - Training for patient 111 ...
2025-03-20 17:32:08 - INFO - Training for patient 112 ...
2025-03-20 17:32:17 - INFO - Training for patient 113 ...
2025-03-20 17:32:26 - INFO - Training for patient 115 ...
2025-03-20 17:32:36 - INFO - Training for patient 116 ...
2025-03-20 17:32:48 - INFO - Training for patient 117 ...
2025-03-20 17:32:56 - INFO - Training for patient 118 ...
2025-03-20 17:33:06 - INFO - Training for patient 119 ...
2025-03-20 17:33:16 - INFO - Training for patient 121 ...
2025-03-20 17:33:24 - INFO - Training for patient 122 ...
2025-03-20 17:33:34 - INFO - Training for patient 123 ...
2025-03-20 17:33:44 - INFO - Training for patient 124 ...
2025-03-20 17:33:53 - INFO - Training for patient 200 ...
2025-03-20 17:33:59 - INFO - Training for patient 203 ...
2025-03-20 17:34:09 - INFO - Training for patient 205 ...
2025-03-20 17:34:17 - INFO - Training for patient 208 ...
2025-03-20 17:34:29 - INFO - Training for patient 210 ...
2025-03-20 17:34:38 - INFO - Training for patient 212 ...
2025-03-20 17:34:49 - INFO - Training for patient 214 ...
2025-03-20 17:35:00 - INFO - Training for patient 215 ...
2025-03-20 17:35:09 - INFO - Training for patient 219 ...
2025-03-20 17:35:20 - INFO - Training for patient 220 ...
2025-03-20 17:35:27 - INFO - Training for patient 221 ...
2025-03-20 17:35:37 - INFO - Training for patient 228 ...
2025-03-20 17:35:47 - INFO - Training for patient 230 ...
2025-03-20 17:35:58 - INFO - Training for patient 231 ...
2025-03-20 17:36:07 - INFO - Training for patient 232 ...
2025-03-20 17:36:15 - INFO - Training for patient 233 ...
2025-03-20 17:36:25 - INFO - Repeat 8/10 for epsilon 1.41
2025-03-20 17:36:25 - INFO - Training for patient 100 ...
2025-03-20 17:36:35 - INFO - Training for patient 101 ...
2025-03-20 17:36:42 - INFO - Training for patient 103 ...
2025-03-20 17:36:51 - INFO - Training for patient 106 ...
2025-03-20 17:37:04 - INFO - Training for patient 108 ...
2025-03-20 17:37:13 - INFO - Training for patient 109 ...
2025-03-20 17:37:23 - INFO - Training for patient 111 ...
2025-03-20 17:37:31 - INFO - Training for patient 112 ...
2025-03-20 17:37:39 - INFO - Training for patient 113 ...
2025-03-20 17:37:49 - INFO - Training for patient 115 ...
2025-03-20 17:38:00 - INFO - Training for patient 116 ...
2025-03-20 17:38:10 - INFO - Training for patient 117 ...
2025-03-20 17:38:19 - INFO - Training for patient 118 ...
2025-03-20 17:38:28 - INFO - Training for patient 119 ...
2025-03-20 17:38:35 - INFO - Training for patient 121 ...
2025-03-20 17:38:44 - INFO - Training for patient 122 ...
2025-03-20 17:38:55 - INFO - Training for patient 123 ...
2025-03-20 17:39:04 - INFO - Training for patient 124 ...
2025-03-20 17:39:12 - INFO - Training for patient 200 ...
2025-03-20 17:39:20 - INFO - Training for patient 203 ...
2025-03-20 17:39:30 - INFO - Training for patient 205 ...
2025-03-20 17:39:39 - INFO - Training for patient 208 ...
2025-03-20 17:39:49 - INFO - Training for patient 210 ...
2025-03-20 17:39:56 - INFO - Training for patient 212 ...
2025-03-20 17:40:05 - INFO - Training for patient 214 ...
2025-03-20 17:40:16 - INFO - Training for patient 215 ...
2025-03-20 17:40:26 - INFO - Training for patient 219 ...
2025-03-20 17:40:35 - INFO - Training for patient 220 ...
2025-03-20 17:40:44 - INFO - Training for patient 221 ...
2025-03-20 17:40:52 - INFO - Training for patient 228 ...
2025-03-20 17:41:03 - INFO - Training for patient 230 ...
2025-03-20 17:41:12 - INFO - Training for patient 231 ...
2025-03-20 17:41:20 - INFO - Training for patient 232 ...
2025-03-20 17:41:31 - INFO - Training for patient 233 ...
2025-03-20 17:41:41 - INFO - Repeat 9/10 for epsilon 1.41
2025-03-20 17:41:41 - INFO - Training for patient 100 ...
2025-03-20 17:41:54 - INFO - Training for patient 101 ...
2025-03-20 17:42:03 - INFO - Training for patient 103 ...
2025-03-20 17:42:11 - INFO - Training for patient 106 ...
2025-03-20 17:42:24 - INFO - Training for patient 108 ...
2025-03-20 17:42:34 - INFO - Training for patient 109 ...
2025-03-20 17:42:43 - INFO - Training for patient 111 ...
2025-03-20 17:42:51 - INFO - Training for patient 112 ...
2025-03-20 17:43:00 - INFO - Training for patient 113 ...
2025-03-20 17:43:07 - INFO - Training for patient 115 ...
2025-03-20 17:43:17 - INFO - Training for patient 116 ...
2025-03-20 17:43:25 - INFO - Training for patient 117 ...
2025-03-20 17:43:33 - INFO - Training for patient 118 ...
2025-03-20 17:43:42 - INFO - Training for patient 119 ...
2025-03-20 17:43:52 - INFO - Training for patient 121 ...
2025-03-20 17:44:01 - INFO - Training for patient 122 ...
2025-03-20 17:44:11 - INFO - Training for patient 123 ...
2025-03-20 17:44:21 - INFO - Training for patient 124 ...
2025-03-20 17:44:32 - INFO - Training for patient 200 ...
2025-03-20 17:44:41 - INFO - Training for patient 203 ...
2025-03-20 17:44:52 - INFO - Training for patient 205 ...
2025-03-20 17:45:03 - INFO - Training for patient 208 ...
2025-03-20 17:45:11 - INFO - Training for patient 210 ...
2025-03-20 17:45:22 - INFO - Training for patient 212 ...
2025-03-20 17:45:35 - INFO - Training for patient 214 ...
2025-03-20 17:45:46 - INFO - Training for patient 215 ...
2025-03-20 17:45:58 - INFO - Training for patient 219 ...
2025-03-20 17:46:09 - INFO - Training for patient 220 ...
2025-03-20 17:46:18 - INFO - Training for patient 221 ...
2025-03-20 17:46:28 - INFO - Training for patient 228 ...
2025-03-20 17:46:37 - INFO - Training for patient 230 ...
2025-03-20 17:46:45 - INFO - Training for patient 231 ...
2025-03-20 17:46:56 - INFO - Training for patient 232 ...
2025-03-20 17:47:06 - INFO - Training for patient 233 ...
2025-03-20 17:47:16 - INFO - Repeat 10/10 for epsilon 1.41
2025-03-20 17:47:16 - INFO - Training for patient 100 ...
2025-03-20 17:47:25 - INFO - Training for patient 101 ...
2025-03-20 17:47:34 - INFO - Training for patient 103 ...
2025-03-20 17:47:43 - INFO - Training for patient 106 ...
2025-03-20 17:47:53 - INFO - Training for patient 108 ...
2025-03-20 17:48:01 - INFO - Training for patient 109 ...
2025-03-20 17:48:10 - INFO - Training for patient 111 ...
2025-03-20 17:48:18 - INFO - Training for patient 112 ...
2025-03-20 17:48:29 - INFO - Training for patient 113 ...
2025-03-20 17:48:39 - INFO - Training for patient 115 ...
2025-03-20 17:48:48 - INFO - Training for patient 116 ...
2025-03-20 17:49:04 - INFO - Training for patient 117 ...
2025-03-20 17:49:13 - INFO - Training for patient 118 ...
2025-03-20 17:49:22 - INFO - Training for patient 119 ...
2025-03-20 17:49:29 - INFO - Training for patient 121 ...
2025-03-20 17:49:39 - INFO - Training for patient 122 ...
2025-03-20 17:49:49 - INFO - Training for patient 123 ...
2025-03-20 17:49:58 - INFO - Training for patient 124 ...
2025-03-20 17:50:08 - INFO - Training for patient 200 ...
2025-03-20 17:50:15 - INFO - Training for patient 203 ...
2025-03-20 17:50:24 - INFO - Training for patient 205 ...
2025-03-20 17:50:36 - INFO - Training for patient 208 ...
2025-03-20 17:50:45 - INFO - Training for patient 210 ...
2025-03-20 17:50:56 - INFO - Training for patient 212 ...
2025-03-20 17:51:07 - INFO - Training for patient 214 ...
2025-03-20 17:51:16 - INFO - Training for patient 215 ...
2025-03-20 17:51:27 - INFO - Training for patient 219 ...
2025-03-20 17:51:36 - INFO - Training for patient 220 ...
2025-03-20 17:51:44 - INFO - Training for patient 221 ...
2025-03-20 17:51:53 - INFO - Training for patient 228 ...
2025-03-20 17:52:00 - INFO - Training for patient 230 ...
2025-03-20 17:52:10 - INFO - Training for patient 231 ...
2025-03-20 17:52:19 - INFO - Training for patient 232 ...
2025-03-20 17:52:30 - INFO - Training for patient 233 ...
2025-03-20 17:52:38 - INFO - All repeats for epsilon 1.41 done. Saving now ...
2025-03-20 17:52:38 - INFO - Setup for bounded_n ...
2025-03-20 17:54:15 - INFO - Starting with epsilon 0.11 ...
2025-03-20 17:54:15 - INFO - Repeat 1/10 for epsilon 0.11
2025-03-20 17:54:16 - INFO - Training for patient 100 ...
2025-03-20 17:54:33 - INFO - Training for patient 101 ...
2025-03-20 17:54:42 - INFO - Training for patient 103 ...
2025-03-20 17:54:51 - INFO - Training for patient 106 ...
2025-03-20 17:55:05 - INFO - Training for patient 108 ...
2025-03-20 17:55:17 - INFO - Training for patient 109 ...
2025-03-20 17:55:28 - INFO - Training for patient 111 ...
2025-03-20 17:55:37 - INFO - Training for patient 112 ...
2025-03-20 17:55:47 - INFO - Training for patient 113 ...
2025-03-20 17:55:55 - INFO - Training for patient 115 ...
2025-03-20 17:56:05 - INFO - Training for patient 116 ...
2025-03-20 17:56:16 - INFO - Training for patient 117 ...
2025-03-20 17:56:24 - INFO - Training for patient 118 ...
2025-03-20 17:56:34 - INFO - Training for patient 119 ...
2025-03-20 17:56:43 - INFO - Training for patient 121 ...
2025-03-20 17:56:50 - INFO - Training for patient 122 ...
2025-03-20 17:57:00 - INFO - Training for patient 123 ...
2025-03-20 17:57:12 - INFO - Training for patient 124 ...
2025-03-20 17:57:23 - INFO - Training for patient 200 ...
2025-03-20 17:57:33 - INFO - Training for patient 203 ...
2025-03-20 17:57:43 - INFO - Training for patient 205 ...
2025-03-20 17:57:53 - INFO - Training for patient 208 ...
2025-03-20 17:58:04 - INFO - Training for patient 210 ...
2025-03-20 17:58:14 - INFO - Training for patient 212 ...
2025-03-20 17:58:26 - INFO - Training for patient 214 ...
2025-03-20 17:58:34 - INFO - Training for patient 215 ...
2025-03-20 17:58:44 - INFO - Training for patient 219 ...
2025-03-20 17:58:56 - INFO - Training for patient 220 ...
2025-03-20 17:59:04 - INFO - Training for patient 221 ...
2025-03-20 17:59:13 - INFO - Training for patient 228 ...
2025-03-20 17:59:21 - INFO - Training for patient 230 ...
2025-03-20 17:59:32 - INFO - Training for patient 231 ...
2025-03-20 17:59:40 - INFO - Training for patient 232 ...
2025-03-20 17:59:48 - INFO - Training for patient 233 ...
2025-03-20 17:59:58 - INFO - Repeat 2/10 for epsilon 0.11
2025-03-20 17:59:58 - INFO - Training for patient 100 ...
2025-03-20 18:00:06 - INFO - Training for patient 101 ...
2025-03-20 18:00:14 - INFO - Training for patient 103 ...
2025-03-20 18:00:24 - INFO - Training for patient 106 ...
2025-03-20 18:00:32 - INFO - Training for patient 108 ...
2025-03-20 18:00:41 - INFO - Training for patient 109 ...
2025-03-20 18:00:50 - INFO - Training for patient 111 ...
2025-03-20 18:00:57 - INFO - Training for patient 112 ...
2025-03-20 18:01:07 - INFO - Training for patient 113 ...
2025-03-20 18:01:15 - INFO - Training for patient 115 ...
2025-03-20 18:01:24 - INFO - Training for patient 116 ...
2025-03-20 18:01:34 - INFO - Training for patient 117 ...
2025-03-20 18:01:43 - INFO - Training for patient 118 ...
2025-03-20 18:01:51 - INFO - Training for patient 119 ...
2025-03-20 18:02:01 - INFO - Training for patient 121 ...
2025-03-20 18:02:10 - INFO - Training for patient 122 ...
2025-03-20 18:02:19 - INFO - Training for patient 123 ...
2025-03-20 18:02:29 - INFO - Training for patient 124 ...
2025-03-20 18:02:39 - INFO - Training for patient 200 ...
2025-03-20 18:02:48 - INFO - Training for patient 203 ...
2025-03-20 18:02:56 - INFO - Training for patient 205 ...
2025-03-20 18:03:05 - INFO - Training for patient 208 ...
2025-03-20 18:03:15 - INFO - Training for patient 210 ...
2025-03-20 18:03:22 - INFO - Training for patient 212 ...
2025-03-20 18:03:31 - INFO - Training for patient 214 ...
2025-03-20 18:03:40 - INFO - Training for patient 215 ...
