nohup: ignoring input
2025-03-15 21:40:37 - INFO - Setup for laplace ...
2025-03-16 04:32:53 - INFO - Training for patient 108 ...
2025-03-16 04:33:01 - INFO - Training for patient 109 ...
2025-03-16 04:33:10 - INFO - Training for patient 111 ...
2025-03-16 04:33:20 - INFO - Training for patient 112 ...
2025-03-16 04:33:31 - INFO - Training for patient 113 ...
2025-03-16 04:33:38 - INFO - Training for patient 115 ...
2025-03-16 04:33:48 - INFO - Training for patient 116 ...
2025-03-16 04:34:01 - INFO - Training for patient 117 ...
2025-03-16 04:34:10 - INFO - Training for patient 118 ...
2025-03-16 04:34:18 - INFO - Training for patient 119 ...
2025-03-16 04:34:27 - INFO - Training for patient 121 ...
2025-03-16 04:34:37 - INFO - Training for patient 122 ...
2025-03-16 04:34:48 - INFO - Training for patient 123 ...
2025-03-16 04:34:55 - INFO - Training for patient 124 ...
2025-03-16 04:35:05 - INFO - Training for patient 200 ...
2025-03-16 04:35:14 - INFO - Training for patient 203 ...
2025-03-16 04:35:24 - INFO - Training for patient 205 ...
2025-03-16 04:35:31 - INFO - Training for patient 208 ...
2025-03-16 04:35:41 - INFO - Training for patient 210 ...
2025-03-16 04:35:52 - INFO - Training for patient 212 ...
2025-03-16 04:36:03 - INFO - Training for patient 214 ...
2025-03-16 04:36:16 - INFO - Training for patient 215 ...
2025-03-16 04:36:24 - INFO - Training for patient 219 ...
2025-03-16 04:36:32 - INFO - Training for patient 220 ...
2025-03-16 04:36:42 - INFO - Training for patient 221 ...
2025-03-16 04:36:50 - INFO - Training for patient 228 ...
2025-03-16 04:36:59 - INFO - Training for patient 230 ...
2025-03-16 04:37:09 - INFO - Training for patient 231 ...
2025-03-16 04:37:19 - INFO - Training for patient 232 ...
2025-03-16 04:37:29 - INFO - Training for patient 233 ...
2025-03-16 04:37:39 - INFO - Repeat 7/10 for epsilon 0.061
2025-03-16 04:37:39 - INFO - Training for patient 100 ...
2025-03-16 04:37:51 - INFO - Training for patient 101 ...
2025-03-16 04:37:59 - INFO - Training for patient 103 ...
2025-03-16 04:38:09 - INFO - Training for patient 106 ...
2025-03-16 04:38:17 - INFO - Training for patient 108 ...
2025-03-16 04:38:28 - INFO - Training for patient 109 ...
2025-03-16 04:38:39 - INFO - Training for patient 111 ...
2025-03-16 04:38:47 - INFO - Training for patient 112 ...
2025-03-16 04:38:58 - INFO - Training for patient 113 ...
2025-03-16 04:39:07 - INFO - Training for patient 115 ...
2025-03-16 04:39:18 - INFO - Training for patient 116 ...
2025-03-16 04:39:29 - INFO - Training for patient 117 ...
2025-03-16 04:39:38 - INFO - Training for patient 118 ...
2025-03-16 04:39:45 - INFO - Training for patient 119 ...
2025-03-16 04:39:53 - INFO - Training for patient 121 ...
2025-03-16 04:40:02 - INFO - Training for patient 122 ...
2025-03-16 04:40:13 - INFO - Training for patient 123 ...
2025-03-16 04:40:22 - INFO - Training for patient 124 ...
2025-03-16 04:40:32 - INFO - Training for patient 200 ...
2025-03-16 04:40:40 - INFO - Training for patient 203 ...
2025-03-16 04:40:50 - INFO - Training for patient 205 ...
2025-03-16 04:41:00 - INFO - Training for patient 208 ...
2025-03-16 04:41:09 - INFO - Training for patient 210 ...
2025-03-16 04:41:20 - INFO - Training for patient 212 ...
2025-03-16 04:41:31 - INFO - Training for patient 214 ...
2025-03-16 04:41:39 - INFO - Training for patient 215 ...
2025-03-16 04:41:51 - INFO - Training for patient 219 ...
2025-03-16 04:42:00 - INFO - Training for patient 220 ...
2025-03-16 04:42:11 - INFO - Training for patient 221 ...
2025-03-16 04:42:18 - INFO - Training for patient 228 ...
2025-03-16 04:42:27 - INFO - Training for patient 230 ...
2025-03-16 04:42:35 - INFO - Training for patient 231 ...
2025-03-16 04:42:45 - INFO - Training for patient 232 ...
2025-03-16 04:42:53 - INFO - Training for patient 233 ...
2025-03-16 04:43:02 - INFO - Repeat 8/10 for epsilon 0.061
2025-03-16 04:43:02 - INFO - Training for patient 100 ...
2025-03-16 04:43:12 - INFO - Training for patient 101 ...
2025-03-16 04:43:24 - INFO - Training for patient 103 ...
2025-03-16 04:43:34 - INFO - Training for patient 106 ...
2025-03-16 04:43:43 - INFO - Training for patient 108 ...
2025-03-16 04:43:53 - INFO - Training for patient 109 ...
2025-03-16 04:44:04 - INFO - Training for patient 111 ...
2025-03-16 04:44:13 - INFO - Training for patient 112 ...
2025-03-16 04:44:25 - INFO - Training for patient 113 ...
2025-03-16 04:44:34 - INFO - Training for patient 115 ...
2025-03-16 04:44:44 - INFO - Training for patient 116 ...
2025-03-16 04:44:56 - INFO - Training for patient 117 ...
2025-03-16 04:45:07 - INFO - Training for patient 118 ...
2025-03-16 04:45:15 - INFO - Training for patient 119 ...
2025-03-16 04:45:25 - INFO - Training for patient 121 ...
2025-03-16 04:45:35 - INFO - Training for patient 122 ...
2025-03-16 04:45:45 - INFO - Training for patient 123 ...
2025-03-16 04:45:55 - INFO - Training for patient 124 ...
2025-03-16 04:46:03 - INFO - Training for patient 200 ...
2025-03-16 04:46:13 - INFO - Training for patient 203 ...
2025-03-16 04:46:22 - INFO - Training for patient 205 ...
2025-03-16 04:46:30 - INFO - Training for patient 208 ...
2025-03-16 04:46:40 - INFO - Training for patient 210 ...
2025-03-16 04:46:51 - INFO - Training for patient 212 ...
2025-03-16 04:47:03 - INFO - Training for patient 214 ...
2025-03-16 04:47:12 - INFO - Training for patient 215 ...
2025-03-16 04:47:22 - INFO - Training for patient 219 ...
2025-03-16 04:47:31 - INFO - Training for patient 220 ...
2025-03-16 04:47:40 - INFO - Training for patient 221 ...
2025-03-16 04:47:50 - INFO - Training for patient 228 ...
2025-03-16 04:48:01 - INFO - Training for patient 230 ...
2025-03-16 04:48:10 - INFO - Training for patient 231 ...
2025-03-16 04:48:19 - INFO - Training for patient 232 ...
2025-03-16 04:48:30 - INFO - Training for patient 233 ...
2025-03-16 04:48:39 - INFO - Repeat 9/10 for epsilon 0.061
2025-03-16 04:48:39 - INFO - Training for patient 100 ...
2025-03-16 04:48:47 - INFO - Training for patient 101 ...
2025-03-16 04:48:55 - INFO - Training for patient 103 ...
2025-03-16 04:49:06 - INFO - Training for patient 106 ...
2025-03-16 04:49:16 - INFO - Training for patient 108 ...
2025-03-16 04:49:23 - INFO - Training for patient 109 ...
2025-03-16 04:49:36 - INFO - Training for patient 111 ...
2025-03-16 04:49:44 - INFO - Training for patient 112 ...
2025-03-16 04:49:54 - INFO - Training for patient 113 ...
2025-03-16 04:50:04 - INFO - Training for patient 115 ...
2025-03-16 04:50:14 - INFO - Training for patient 116 ...
2025-03-16 04:50:23 - INFO - Training for patient 117 ...
2025-03-16 04:50:35 - INFO - Training for patient 118 ...
2025-03-16 04:50:44 - INFO - Training for patient 119 ...
2025-03-16 04:50:52 - INFO - Training for patient 121 ...
2025-03-16 04:51:00 - INFO - Training for patient 122 ...
2025-03-16 04:51:11 - INFO - Training for patient 123 ...
2025-03-16 04:51:21 - INFO - Training for patient 124 ...
2025-03-16 04:51:31 - INFO - Training for patient 200 ...
2025-03-16 04:51:39 - INFO - Training for patient 203 ...
2025-03-16 04:51:48 - INFO - Training for patient 205 ...
2025-03-16 04:51:56 - INFO - Training for patient 208 ...
2025-03-16 04:52:04 - INFO - Training for patient 210 ...
2025-03-16 04:52:14 - INFO - Training for patient 212 ...
2025-03-16 04:52:25 - INFO - Training for patient 214 ...
2025-03-16 04:52:36 - INFO - Training for patient 215 ...
2025-03-16 04:52:51 - INFO - Training for patient 219 ...
2025-03-16 04:53:00 - INFO - Training for patient 220 ...
2025-03-16 04:53:10 - INFO - Training for patient 221 ...
2025-03-16 04:53:18 - INFO - Training for patient 228 ...
2025-03-16 04:53:26 - INFO - Training for patient 230 ...
2025-03-16 04:53:38 - INFO - Training for patient 231 ...
2025-03-16 04:53:49 - INFO - Training for patient 232 ...
2025-03-16 04:53:59 - INFO - Training for patient 233 ...
2025-03-16 04:54:11 - INFO - Repeat 10/10 for epsilon 0.061
2025-03-16 04:54:11 - INFO - Training for patient 100 ...
2025-03-16 04:54:22 - INFO - Training for patient 101 ...
2025-03-16 04:54:32 - INFO - Training for patient 103 ...
2025-03-16 04:54:40 - INFO - Training for patient 106 ...
2025-03-16 04:54:52 - INFO - Training for patient 108 ...
2025-03-16 04:55:02 - INFO - Training for patient 109 ...
2025-03-16 04:55:14 - INFO - Training for patient 111 ...
2025-03-16 04:55:24 - INFO - Training for patient 112 ...
2025-03-16 04:55:35 - INFO - Training for patient 113 ...
2025-03-16 04:55:45 - INFO - Training for patient 115 ...
2025-03-16 04:55:54 - INFO - Training for patient 116 ...
2025-03-16 04:56:05 - INFO - Training for patient 117 ...
2025-03-16 04:56:14 - INFO - Training for patient 118 ...
2025-03-16 04:56:22 - INFO - Training for patient 119 ...
2025-03-16 04:56:32 - INFO - Training for patient 121 ...
2025-03-16 04:56:39 - INFO - Training for patient 122 ...
2025-03-16 04:56:49 - INFO - Training for patient 123 ...
2025-03-16 04:57:00 - INFO - Training for patient 124 ...
2025-03-16 04:57:09 - INFO - Training for patient 200 ...
2025-03-16 04:57:20 - INFO - Training for patient 203 ...
2025-03-16 04:57:31 - INFO - Training for patient 205 ...
2025-03-16 04:57:40 - INFO - Training for patient 208 ...
2025-03-16 04:57:50 - INFO - Training for patient 210 ...
2025-03-16 04:58:02 - INFO - Training for patient 212 ...
2025-03-16 04:58:11 - INFO - Training for patient 214 ...
2025-03-16 04:58:21 - INFO - Training for patient 215 ...
2025-03-16 04:58:32 - INFO - Training for patient 219 ...
2025-03-16 04:58:43 - INFO - Training for patient 220 ...
2025-03-16 04:58:52 - INFO - Training for patient 221 ...
2025-03-16 04:59:00 - INFO - Training for patient 228 ...
2025-03-16 04:59:10 - INFO - Training for patient 230 ...
2025-03-16 04:59:21 - INFO - Training for patient 231 ...
2025-03-16 04:59:32 - INFO - Training for patient 232 ...
2025-03-16 04:59:44 - INFO - Training for patient 233 ...
2025-03-16 04:59:54 - INFO - All repeats for epsilon 0.061 done. Saving now ...
2025-03-16 05:00:15 - INFO - Starting with epsilon 0.071 ...
2025-03-16 05:00:15 - INFO - Repeat 1/10 for epsilon 0.071
2025-03-16 05:00:15 - INFO - Training for patient 100 ...
2025-03-16 05:00:26 - INFO - Training for patient 101 ...
2025-03-16 05:00:35 - INFO - Training for patient 103 ...
2025-03-16 05:00:44 - INFO - Training for patient 106 ...
2025-03-16 05:00:57 - INFO - Training for patient 108 ...
2025-03-16 05:01:07 - INFO - Training for patient 109 ...
2025-03-16 05:01:19 - INFO - Training for patient 111 ...
2025-03-16 05:01:28 - INFO - Training for patient 112 ...
2025-03-16 05:01:39 - INFO - Training for patient 113 ...
2025-03-16 05:01:48 - INFO - Training for patient 115 ...
2025-03-16 05:01:59 - INFO - Training for patient 116 ...
2025-03-16 05:02:12 - INFO - Training for patient 117 ...
2025-03-16 05:02:21 - INFO - Training for patient 118 ...
2025-03-16 05:02:31 - INFO - Training for patient 119 ...
2025-03-16 05:02:39 - INFO - Training for patient 121 ...
2025-03-16 05:02:48 - INFO - Training for patient 122 ...
2025-03-16 05:02:56 - INFO - Training for patient 123 ...
2025-03-16 05:03:05 - INFO - Training for patient 124 ...
2025-03-16 05:03:14 - INFO - Training for patient 200 ...
2025-03-16 05:03:22 - INFO - Training for patient 203 ...
2025-03-16 05:03:32 - INFO - Training for patient 205 ...
2025-03-16 05:03:40 - INFO - Training for patient 208 ...
2025-03-16 05:03:50 - INFO - Training for patient 210 ...
2025-03-16 05:03:59 - INFO - Training for patient 212 ...
2025-03-16 05:04:09 - INFO - Training for patient 214 ...
2025-03-16 05:04:17 - INFO - Training for patient 215 ...
2025-03-16 05:04:28 - INFO - Training for patient 219 ...
2025-03-16 05:04:37 - INFO - Training for patient 220 ...
2025-03-16 05:04:46 - INFO - Training for patient 221 ...
2025-03-16 05:04:54 - INFO - Training for patient 228 ...
2025-03-16 05:05:03 - INFO - Training for patient 230 ...
2025-03-16 05:05:12 - INFO - Training for patient 231 ...
2025-03-16 05:05:23 - INFO - Training for patient 232 ...
2025-03-16 05:05:33 - INFO - Training for patient 233 ...
2025-03-16 05:05:41 - INFO - Repeat 2/10 for epsilon 0.071
2025-03-16 05:05:41 - INFO - Training for patient 100 ...
2025-03-16 05:05:51 - INFO - Training for patient 101 ...
2025-03-16 05:05:59 - INFO - Training for patient 103 ...
2025-03-16 05:06:12 - INFO - Training for patient 106 ...
2025-03-16 05:06:23 - INFO - Training for patient 108 ...
2025-03-16 05:06:34 - INFO - Training for patient 109 ...
2025-03-16 05:06:46 - INFO - Training for patient 111 ...
2025-03-16 05:06:55 - INFO - Training for patient 112 ...
2025-03-16 05:07:06 - INFO - Training for patient 113 ...
2025-03-16 05:07:14 - INFO - Training for patient 115 ...
2025-03-16 05:07:22 - INFO - Training for patient 116 ...
2025-03-16 05:07:32 - INFO - Training for patient 117 ...
2025-03-16 05:07:43 - INFO - Training for patient 118 ...
2025-03-16 05:07:52 - INFO - Training for patient 119 ...
2025-03-16 05:08:00 - INFO - Training for patient 121 ...
2025-03-16 05:08:09 - INFO - Training for patient 122 ...
2025-03-16 05:08:21 - INFO - Training for patient 123 ...
2025-03-16 05:08:30 - INFO - Training for patient 124 ...
2025-03-16 05:08:40 - INFO - Training for patient 200 ...
2025-03-16 05:08:49 - INFO - Training for patient 203 ...
2025-03-16 05:08:59 - INFO - Training for patient 205 ...
2025-03-16 05:09:07 - INFO - Training for patient 208 ...
2025-03-16 05:09:18 - INFO - Training for patient 210 ...
2025-03-16 05:09:27 - INFO - Training for patient 212 ...
2025-03-16 05:09:36 - INFO - Training for patient 214 ...
2025-03-16 05:09:48 - INFO - Training for patient 215 ...
2025-03-16 05:09:58 - INFO - Training for patient 219 ...
2025-03-16 05:10:10 - INFO - Training for patient 220 ...
2025-03-16 05:10:21 - INFO - Training for patient 221 ...
2025-03-16 05:10:29 - INFO - Training for patient 228 ...
2025-03-16 05:10:39 - INFO - Training for patient 230 ...
2025-03-16 05:10:49 - INFO - Training for patient 231 ...
2025-03-16 05:10:59 - INFO - Training for patient 232 ...
2025-03-16 05:11:07 - INFO - Training for patient 233 ...
2025-03-16 05:11:18 - INFO - Repeat 3/10 for epsilon 0.071
2025-03-16 05:11:18 - INFO - Training for patient 100 ...
2025-03-16 05:11:28 - INFO - Training for patient 101 ...
2025-03-16 05:11:36 - INFO - Training for patient 103 ...
2025-03-16 05:11:44 - INFO - Training for patient 106 ...
2025-03-16 05:11:53 - INFO - Training for patient 108 ...
2025-03-16 05:12:05 - INFO - Training for patient 109 ...
2025-03-16 05:12:16 - INFO - Training for patient 111 ...
2025-03-16 05:12:28 - INFO - Training for patient 112 ...
2025-03-16 05:12:37 - INFO - Training for patient 113 ...
2025-03-16 05:12:46 - INFO - Training for patient 115 ...
2025-03-16 05:12:57 - INFO - Training for patient 116 ...
2025-03-16 05:13:06 - INFO - Training for patient 117 ...
2025-03-16 05:13:16 - INFO - Training for patient 118 ...
2025-03-16 05:13:25 - INFO - Training for patient 119 ...
2025-03-16 05:13:34 - INFO - Training for patient 121 ...
2025-03-16 05:13:42 - INFO - Training for patient 122 ...
2025-03-16 05:13:52 - INFO - Training for patient 123 ...
2025-03-16 05:14:01 - INFO - Training for patient 124 ...
2025-03-16 05:14:11 - INFO - Training for patient 200 ...
2025-03-16 05:14:19 - INFO - Training for patient 203 ...
2025-03-16 05:14:29 - INFO - Training for patient 205 ...
2025-03-16 05:14:38 - INFO - Training for patient 208 ...
2025-03-16 05:14:50 - INFO - Training for patient 210 ...
2025-03-16 05:15:00 - INFO - Training for patient 212 ...
2025-03-16 05:15:10 - INFO - Training for patient 214 ...
2025-03-16 05:15:19 - INFO - Training for patient 215 ...
2025-03-16 05:15:35 - INFO - Training for patient 219 ...
2025-03-16 05:15:46 - INFO - Training for patient 220 ...
2025-03-16 05:15:55 - INFO - Training for patient 221 ...
2025-03-16 05:16:04 - INFO - Training for patient 228 ...
2025-03-16 05:16:12 - INFO - Training for patient 230 ...
2025-03-16 05:16:22 - INFO - Training for patient 231 ...
2025-03-16 05:16:34 - INFO - Training for patient 232 ...
2025-03-16 05:16:45 - INFO - Training for patient 233 ...
2025-03-16 05:16:52 - INFO - Repeat 4/10 for epsilon 0.071
2025-03-16 05:16:52 - INFO - Training for patient 100 ...
2025-03-16 05:17:03 - INFO - Training for patient 101 ...
2025-03-16 05:17:11 - INFO - Training for patient 103 ...
2025-03-16 05:17:19 - INFO - Training for patient 106 ...
2025-03-16 05:17:30 - INFO - Training for patient 108 ...
2025-03-16 05:17:40 - INFO - Training for patient 109 ...
2025-03-16 05:17:51 - INFO - Training for patient 111 ...
2025-03-16 05:18:00 - INFO - Training for patient 112 ...
2025-03-16 05:18:12 - INFO - Training for patient 113 ...
2025-03-16 05:18:22 - INFO - Training for patient 115 ...
2025-03-16 05:18:32 - INFO - Training for patient 116 ...
2025-03-16 05:18:42 - INFO - Training for patient 117 ...
2025-03-16 05:18:51 - INFO - Training for patient 118 ...
2025-03-16 05:19:00 - INFO - Training for patient 119 ...
2025-03-16 05:19:10 - INFO - Training for patient 121 ...
2025-03-16 05:19:16 - INFO - Training for patient 122 ...
2025-03-16 05:19:25 - INFO - Training for patient 123 ...
2025-03-16 05:19:33 - INFO - Training for patient 124 ...
2025-03-16 05:19:46 - INFO - Training for patient 200 ...
2025-03-16 05:19:54 - INFO - Training for patient 203 ...
2025-03-16 05:20:05 - INFO - Training for patient 205 ...
2025-03-16 05:20:13 - INFO - Training for patient 208 ...
2025-03-16 05:20:22 - INFO - Training for patient 210 ...
2025-03-16 05:20:32 - INFO - Training for patient 212 ...
2025-03-16 05:20:41 - INFO - Training for patient 214 ...
2025-03-16 05:20:50 - INFO - Training for patient 215 ...
2025-03-16 05:21:02 - INFO - Training for patient 219 ...
2025-03-16 05:21:13 - INFO - Training for patient 220 ...
2025-03-16 05:21:23 - INFO - Training for patient 221 ...
2025-03-16 05:21:32 - INFO - Training for patient 228 ...
2025-03-16 05:21:43 - INFO - Training for patient 230 ...
2025-03-16 05:21:51 - INFO - Training for patient 231 ...
2025-03-16 05:21:59 - INFO - Training for patient 232 ...
2025-03-16 05:22:08 - INFO - Training for patient 233 ...
2025-03-16 05:22:17 - INFO - Repeat 5/10 for epsilon 0.071
2025-03-16 05:22:17 - INFO - Training for patient 100 ...
2025-03-16 05:22:30 - INFO - Training for patient 101 ...
2025-03-16 05:22:38 - INFO - Training for patient 103 ...
2025-03-16 05:22:48 - INFO - Training for patient 106 ...
2025-03-16 05:23:01 - INFO - Training for patient 108 ...
2025-03-16 05:23:11 - INFO - Training for patient 109 ...
2025-03-16 05:23:23 - INFO - Training for patient 111 ...
2025-03-16 05:23:31 - INFO - Training for patient 112 ...
2025-03-16 05:23:43 - INFO - Training for patient 113 ...
2025-03-16 05:23:52 - INFO - Training for patient 115 ...
2025-03-16 05:24:02 - INFO - Training for patient 116 ...
2025-03-16 05:24:12 - INFO - Training for patient 117 ...
2025-03-16 05:24:23 - INFO - Training for patient 118 ...
2025-03-16 05:24:34 - INFO - Training for patient 119 ...
2025-03-16 05:24:43 - INFO - Training for patient 121 ...
2025-03-16 05:24:51 - INFO - Training for patient 122 ...
2025-03-16 05:25:02 - INFO - Training for patient 123 ...
2025-03-16 05:25:12 - INFO - Training for patient 124 ...
2025-03-16 05:25:23 - INFO - Training for patient 200 ...
2025-03-16 05:25:30 - INFO - Training for patient 203 ...
2025-03-16 05:25:41 - INFO - Training for patient 205 ...
2025-03-16 05:25:52 - INFO - Training for patient 208 ...
2025-03-16 05:26:00 - INFO - Training for patient 210 ...
2025-03-16 05:26:10 - INFO - Training for patient 212 ...
2025-03-16 05:26:19 - INFO - Training for patient 214 ...
2025-03-16 05:26:29 - INFO - Training for patient 215 ...
2025-03-16 05:26:40 - INFO - Training for patient 219 ...
2025-03-16 05:26:51 - INFO - Training for patient 220 ...
2025-03-16 05:26:59 - INFO - Training for patient 221 ...
2025-03-16 05:27:09 - INFO - Training for patient 228 ...
2025-03-16 05:27:17 - INFO - Training for patient 230 ...
2025-03-16 05:27:28 - INFO - Training for patient 231 ...
2025-03-16 05:27:37 - INFO - Training for patient 232 ...
2025-03-16 05:27:48 - INFO - Training for patient 233 ...
2025-03-16 05:27:58 - INFO - Repeat 6/10 for epsilon 0.071
2025-03-16 05:27:58 - INFO - Training for patient 100 ...
2025-03-16 05:28:08 - INFO - Training for patient 101 ...
2025-03-16 05:28:16 - INFO - Training for patient 103 ...
2025-03-16 05:28:24 - INFO - Training for patient 106 ...
2025-03-16 05:28:33 - INFO - Training for patient 108 ...
2025-03-16 05:28:41 - INFO - Training for patient 109 ...
2025-03-16 05:28:49 - INFO - Training for patient 111 ...
2025-03-16 05:28:58 - INFO - Training for patient 112 ...
2025-03-16 05:29:09 - INFO - Training for patient 113 ...
2025-03-16 05:29:18 - INFO - Training for patient 115 ...
2025-03-16 05:29:30 - INFO - Training for patient 116 ...
2025-03-16 05:29:39 - INFO - Training for patient 117 ...
2025-03-16 05:29:48 - INFO - Training for patient 118 ...
2025-03-16 05:29:58 - INFO - Training for patient 119 ...
2025-03-16 05:30:07 - INFO - Training for patient 121 ...
2025-03-16 05:30:17 - INFO - Training for patient 122 ...
2025-03-16 05:30:28 - INFO - Training for patient 123 ...
2025-03-16 05:30:35 - INFO - Training for patient 124 ...
2025-03-16 05:30:46 - INFO - Training for patient 200 ...
2025-03-16 05:30:53 - INFO - Training for patient 203 ...
2025-03-16 05:31:02 - INFO - Training for patient 205 ...
2025-03-16 05:31:10 - INFO - Training for patient 208 ...
2025-03-16 05:31:20 - INFO - Training for patient 210 ...
2025-03-16 05:31:31 - INFO - Training for patient 212 ...
2025-03-16 05:31:43 - INFO - Training for patient 214 ...
2025-03-16 05:31:51 - INFO - Training for patient 215 ...
2025-03-16 05:32:01 - INFO - Training for patient 219 ...
2025-03-16 05:32:14 - INFO - Training for patient 220 ...
2025-03-16 05:32:25 - INFO - Training for patient 221 ...
2025-03-16 05:32:35 - INFO - Training for patient 228 ...
2025-03-16 05:32:44 - INFO - Training for patient 230 ...
2025-03-16 05:32:54 - INFO - Training for patient 231 ...
2025-03-16 05:33:04 - INFO - Training for patient 232 ...
2025-03-16 05:33:16 - INFO - Training for patient 233 ...
2025-03-16 05:33:26 - INFO - Repeat 7/10 for epsilon 0.071
2025-03-16 05:33:26 - INFO - Training for patient 100 ...
2025-03-16 05:33:39 - INFO - Training for patient 101 ...
2025-03-16 05:33:47 - INFO - Training for patient 103 ...
2025-03-16 05:33:56 - INFO - Training for patient 106 ...
2025-03-16 05:34:06 - INFO - Training for patient 108 ...
2025-03-16 05:34:14 - INFO - Training for patient 109 ...
2025-03-16 05:34:24 - INFO - Training for patient 111 ...
2025-03-16 05:34:33 - INFO - Training for patient 112 ...
2025-03-16 05:34:44 - INFO - Training for patient 113 ...
2025-03-16 05:34:53 - INFO - Training for patient 115 ...
2025-03-16 05:35:02 - INFO - Training for patient 116 ...
2025-03-16 05:35:12 - INFO - Training for patient 117 ...
2025-03-16 05:35:25 - INFO - Training for patient 118 ...
2025-03-16 05:35:36 - INFO - Training for patient 119 ...
2025-03-16 05:35:49 - INFO - Training for patient 121 ...
2025-03-16 05:35:56 - INFO - Training for patient 122 ...
2025-03-16 05:36:06 - INFO - Training for patient 123 ...
2025-03-16 05:36:16 - INFO - Training for patient 124 ...
2025-03-16 05:36:25 - INFO - Training for patient 200 ...
2025-03-16 05:36:34 - INFO - Training for patient 203 ...
2025-03-16 05:36:44 - INFO - Training for patient 205 ...
2025-03-16 05:36:54 - INFO - Training for patient 208 ...
2025-03-16 05:37:03 - INFO - Training for patient 210 ...
2025-03-16 05:37:11 - INFO - Training for patient 212 ...
2025-03-16 05:37:24 - INFO - Training for patient 214 ...
2025-03-16 05:37:32 - INFO - Training for patient 215 ...
2025-03-16 05:37:46 - INFO - Training for patient 219 ...
2025-03-16 05:37:57 - INFO - Training for patient 220 ...
2025-03-16 05:38:07 - INFO - Training for patient 221 ...
2025-03-16 05:38:15 - INFO - Training for patient 228 ...
2025-03-16 05:38:25 - INFO - Training for patient 230 ...
2025-03-16 05:38:37 - INFO - Training for patient 231 ...
2025-03-16 05:38:48 - INFO - Training for patient 232 ...
2025-03-16 05:39:00 - INFO - Training for patient 233 ...
2025-03-16 05:39:10 - INFO - Repeat 8/10 for epsilon 0.071
2025-03-16 05:39:10 - INFO - Training for patient 100 ...
2025-03-16 05:39:22 - INFO - Training for patient 101 ...
2025-03-16 05:39:32 - INFO - Training for patient 103 ...
2025-03-16 05:39:40 - INFO - Training for patient 106 ...
2025-03-16 05:39:51 - INFO - Training for patient 108 ...
2025-03-16 05:40:02 - INFO - Training for patient 109 ...
2025-03-16 05:40:11 - INFO - Training for patient 111 ...
2025-03-16 05:40:21 - INFO - Training for patient 112 ...
2025-03-16 05:40:33 - INFO - Training for patient 113 ...
2025-03-16 05:40:44 - INFO - Training for patient 115 ...
2025-03-16 05:40:53 - INFO - Training for patient 116 ...
2025-03-16 05:41:04 - INFO - Training for patient 117 ...
2025-03-16 05:41:13 - INFO - Training for patient 118 ...
2025-03-16 05:41:22 - INFO - Training for patient 119 ...
2025-03-16 05:41:30 - INFO - Training for patient 121 ...
2025-03-16 05:41:38 - INFO - Training for patient 122 ...
2025-03-16 05:41:48 - INFO - Training for patient 123 ...
2025-03-16 05:41:58 - INFO - Training for patient 124 ...
2025-03-16 05:42:08 - INFO - Training for patient 200 ...
2025-03-16 05:42:17 - INFO - Training for patient 203 ...
2025-03-16 05:42:27 - INFO - Training for patient 205 ...
2025-03-16 05:42:37 - INFO - Training for patient 208 ...
2025-03-16 05:42:47 - INFO - Training for patient 210 ...
2025-03-16 05:42:58 - INFO - Training for patient 212 ...
2025-03-16 05:43:10 - INFO - Training for patient 214 ...
2025-03-16 05:43:20 - INFO - Training for patient 215 ...
2025-03-16 05:43:29 - INFO - Training for patient 219 ...
2025-03-16 05:43:41 - INFO - Training for patient 220 ...
2025-03-16 05:43:50 - INFO - Training for patient 221 ...
2025-03-16 05:43:59 - INFO - Training for patient 228 ...
2025-03-16 05:44:08 - INFO - Training for patient 230 ...
2025-03-16 05:44:17 - INFO - Training for patient 231 ...
2025-03-16 05:44:25 - INFO - Training for patient 232 ...
2025-03-16 05:44:35 - INFO - Training for patient 233 ...
2025-03-16 05:44:43 - INFO - Repeat 9/10 for epsilon 0.071
2025-03-16 05:44:43 - INFO - Training for patient 100 ...
2025-03-16 05:44:53 - INFO - Training for patient 101 ...
2025-03-16 05:45:00 - INFO - Training for patient 103 ...
2025-03-16 05:45:12 - INFO - Training for patient 106 ...
2025-03-16 05:45:21 - INFO - Training for patient 108 ...
2025-03-16 05:45:29 - INFO - Training for patient 109 ...
2025-03-16 05:45:41 - INFO - Training for patient 111 ...
2025-03-16 05:45:50 - INFO - Training for patient 112 ...
2025-03-16 05:46:01 - INFO - Training for patient 113 ...
2025-03-16 05:46:09 - INFO - Training for patient 115 ...
2025-03-16 05:46:19 - INFO - Training for patient 116 ...
2025-03-16 05:46:30 - INFO - Training for patient 117 ...
2025-03-16 05:46:40 - INFO - Training for patient 118 ...
2025-03-16 05:46:49 - INFO - Training for patient 119 ...
2025-03-16 05:46:57 - INFO - Training for patient 121 ...
2025-03-16 05:47:09 - INFO - Training for patient 122 ...
2025-03-16 05:47:19 - INFO - Training for patient 123 ...
2025-03-16 05:47:30 - INFO - Training for patient 124 ...
2025-03-16 05:47:39 - INFO - Training for patient 200 ...
2025-03-16 05:47:48 - INFO - Training for patient 203 ...
2025-03-16 05:47:59 - INFO - Training for patient 205 ...
2025-03-16 05:48:05 - INFO - Training for patient 208 ...
2025-03-16 05:48:16 - INFO - Training for patient 210 ...
2025-03-16 05:48:28 - INFO - Training for patient 212 ...
